Candidate,Party,Criminal Cases,Education,Age,City
Ramchandra Mayyappa Ghutukade,Bahujan Republican Socialist Party,0,Graduate Professional,27,MADHA
Ramdas Mane,IND,0,10th Pass,58,MADHA
Rohit More,IND,0,Graduate Professional,37,MADHA
Sachin Dnyaneshwar Padalkar,IND,0,8th Pass,30,MADHA
Sandip Janaradhan Kharat,IND,0,12th Pass,39,MADHA
Sandip Vitthal Pol,IND,0,12th Pass,46,MADHA
Sanjaymama Vittalrao Shinde	,NCP, 1 ,Graduate,50,MADHA
Santosh Balasaheb Bichukale,IND,0,Post Graduate,33,MADHA
Savita Ankush Aiwle,IND,0,8th Pass,40,MADHA
Shahajahan Paigmber Shaikh,Bahujan Maha Party,0,10th Pass,47,MADHA
Sunil Gunda Jadhav,Bahujan Mukti Party,0,8th Pass,37,MADHA
Vijayraj Balasaheb Mane Deshmukh,IND,0,Others,27,MADHA
Vijayrao More,Vanchit Bahujan Aaghadi, 1 ,Graduate Professional,78,MADHA
Vishvambhar Narayan Kashid,IND, 2 ,Graduate,65,MADHA
Shrirang Chandu Barne,SHS, 3 ,8th Pass,55,MAVAL
Ajay Hanumant Londhe,IND, 1 ,12th Pass,34,MAVAL
Amruta Abhijit Apte,IND,0,12th Pass,33,MAVAL
Balkrushna Dhanaji Gharat,IND,0,5th Pass,54,MAVAL
Dr. Somnath Arjun Pol,IND, 3 ,Graduate Professional,47,MAVAL
Jagdish Shamrao Sonawane,Kranti Kari Jai Hind Sena, 1 ,Graduate,63,MAVAL
Jaya Sanjay Patil,Ambedkarite Party of India, 1 ,Others,32,MAVAL
Madan Shivaji Patil,Bharatiya Praja Surajya Paksha,0,10th Pass,57,MAVAL
Navnath Vishwanath Dudhal,IND,0,Post Graduate,57,MAVAL
Pandharinath Namdeo Patil,Bahujan Mukti Party,0,10th Pass,47,MAVAL
Parth Ajit Pawar,NCP,0,Graduate,29,MAVAL
Prakash Bhivaji Mahadik,Bhartiya Navjawan Sena (Paksha),0,8th Pass,70,MAVAL
Prashant Ganpat Deshmukh,IND,0,Graduate,34,MAVAL
Rajaram Narayan Patil,Vanchit Bahujan Aaghadi,0,Others,47,MAVAL
Rajendra Maruti Kate,IND,0,12th Pass,50,MAVAL
Rakesh Prabhakar Chavan,IND,0,8th Pass,45,MAVAL
Sanjay Kisan Kanade,BSP,0,Graduate Professional,49,MAVAL
Sunil Baban Gaikwad,Bahujan Republican Socialist Party, 1 ,10th Pass,49,MAVAL
Suraj Ashokrao Khandare,IND,0,Post Graduate,28,MAVAL
Suresh Shripati Taur,IND,0,12th Pass,49,MAVAL
Vijay Hanumant Randil,IND,0,12th Pass,36,MAVAL
Gopal Chinnaya Shetty,BJP, 9 ,5th Pass,65,MUMBAI NORTH
Akhtar Shaikh,IND,0,10th Pass,63,MUMBAI NORTH
Amol Ashokrao Jadhav,IND, 2 ,Graduate,30,MUMBAI NORTH
Andrew John Fernandes,Hum Bhartiya Party,0,Post Graduate,58,MUMBAI NORTH
Ankushrao Shivajirao Patil,Rashtriya Maratha Party,0,Graduate,51,MUMBAI NORTH
Bhagvatidan Karnidan Gadhavi,IND, 1 ,Graduate,74,MUMBAI NORTH
Chhannu Sahadewrao Sontakkey,Bharat Prabhat Party,0,Graduate,57,MUMBAI NORTH
Dr. Raies Khan,IND,0,Graduate Professional,46,MUMBAI NORTH
Fateh Mohammad Mansoori Shaikh,Bhartiya Lokmat Rashtrwadi Party, 2 ,5th Pass,64,MUMBAI NORTH
Manojkumar Jayprakash Singh,BSP,0,12th Pass,36,MUMBAI NORTH
Milind Shankar Repe,IND,0,Others,57,MUMBAI NORTH
Mohammad Azad Ansari,IND,0,8th Pass,47,MUMBAI NORTH
Pawan Kumar Pandey,Sarvodaya Bharat Party, 1 ,Doctorate,44,MUMBAI NORTH
Ranjit Bajrangi Tiwari,Naitik Party,0,5th Pass,43,MUMBAI NORTH
Samaysingh Anand Chanda Liya,Bahujan Mukti Party,0,5th Pass,52,MUMBAI NORTH
Sunil Uttamrao Thorat,Vanchit Bahujan Aaghadi,0,Graduate,48,MUMBAI NORTH
Urmila Shrikant Matondkar,INC,0,12th Pass,48,MUMBAI NORTH
Vilas Hiwale,Marxist Leninist Party of India (Red Flag),0,Literate,44,MUMBAI NORTH
Poonam Vajendla Rao,BJP, 2 ,Others,38,MUMBAI NORTH CENTRAL
Abdul Rehman Anjaria,Vanchit Bahujan Aaghadi,0,Doctorate,46,MUMBAI NORTH CENTRAL
Akshay Kachru Sanap,IND,0,12th Pass,27,MUMBAI NORTH CENTRAL
Ankush Ramchandra Karande,IND,0,5th Pass,60,MUMBAI NORTH CENTRAL
Dutt Priya Sunil,INC,0,Graduate,52,MUMBAI NORTH CENTRAL
Feroz Abdurrahim Shaikh,Jan Adhikar Party,0,Post Graduate,46,MUMBAI NORTH CENTRAL
Imran Mustafa Khan,BSP,0,Graduate,39,MUMBAI NORTH CENTRAL
Joy Nagesh Bhosale,IND,0,12th Pass,49,MUMBAI NORTH CENTRAL
Mehendi Iqbal Hasan Sayyed,Ambedkar National Congress,0,8th Pass,33,MUMBAI NORTH CENTRAL
Milind Kamble,Bharat Jan Aadhar Party,0,Graduate,35,MUMBAI NORTH CENTRAL
Mohammad Mehmood Syed Shah,All India Minorities Front,0,12th Pass,47,MUMBAI NORTH CENTRAL
Mohd. Yahiya Siddique,IND,0,5th Pass,36,MUMBAI NORTH CENTRAL
Mohommad Mobin Shaikh,Peace Party,0,10th Pass,44,MUMBAI NORTH CENTRAL
Nooruddin Aftab Azimuddin Sayyed,IND, 1 ,8th Pass,48,MUMBAI NORTH CENTRAL
Pandey Harshvardhan Ramsuresh,IND,0,Graduate,29,MUMBAI NORTH CENTRAL
Rajesh Bhavsar,Bhartiya Manavadhikaar Federal Party, 5 ,12th Pass,52,MUMBAI NORTH CENTRAL
Sagar Nivrutti Kale,IND,0,Graduate,27,MUMBAI NORTH CENTRAL
Sundar Baburao Padmuk,IND,0,Graduate Professional,49,MUMBAI NORTH CENTRAL
Vansh Bahadur Yadav,IND,0,Graduate Professional,54,MUMBAI NORTH CENTRAL
Manoj Kishorbhai Kotak,BJP, 2 ,10th Pass,46,MUMBAI NORTH EAST
Aiyyar Ganesh,Bahujan Maha Party,0,Graduate Professional,54,MUMBAI NORTH EAST
Anil Hebbar Koni,IND, 1 ,Graduate Professional,54,MUMBAI NORTH EAST
Baban Sopan Thoke,IND,0,Graduate,25,MUMBAI NORTH EAST
Bhaskar Mohan Goud,IND, 1 ,Graduate,36,MUMBAI NORTH EAST
Dandge Sukhadev Chandu,Ambedkarite Party Of India,0,Literate,63,MUMBAI NORTH EAST
Dayanand Jagnnath Sohani,IND, 2 ,12th Pass,45,MUMBAI NORTH EAST
Deepak Digambar Shinde,IND,0,Post Graduate,42,MUMBAI NORTH EAST
Jatin Rangrao Harne,IND, 1 ,12th Pass,44,MUMBAI NORTH EAST
Jayashri Minesh Shah,Bhartiya Manavadhikaar Federal Party,0,12th Pass,49,MUMBAI NORTH EAST
Jitendra Kumar Nanku Pal,IND,0,12th Pass,47,MUMBAI NORTH EAST
Niharika Prakashchandra Khondalay,Vanchit Bahujan Aaghadi,0,Graduate,50,MUMBAI NORTH EAST
Nilesh Ramchandra Kudtarkar,IND,0,10th Pass,27,MUMBAI NORTH EAST
Nutan Singh,Aapki Apni Party (Peoples),0,Graduate,34,MUMBAI NORTH EAST
Patil Sanjay Dina,NCP, 1 ,Graduate,50,MUMBAI NORTH EAST
Pravin Chandrakant Kedare,IND, 1 ,12th Pass,48,MUMBAI NORTH EAST
Rakesh Sambhaji Raul,IND,0,Graduate Professional,45,MUMBAI NORTH EAST
Sanjay Chandrabahadur Singh,BSP, 1 ,Graduate,46,MUMBAI NORTH EAST
Shahajirao Dhondiba Thorat,IND, 1 ,10th Pass,55,MUMBAI NORTH EAST
Shahenaz Begam Mo.Siraj Khan,Rashtriya Ulama Council,0,Illiterate,43,MUMBAI NORTH EAST
Shahin Parveen Shakil Ahamad Khan,IND,0,Graduate,44,MUMBAI NORTH EAST
Shrikant Suburao Shinde,Bahujan Mukti Party,0,Post Graduate,34,MUMBAI NORTH EAST
Sneha Ravindra Kurhade,IND,0,8th Pass,50,MUMBAI NORTH EAST
Sushma Motilal Maurya,Jan Adhikar Party,0,10th Pass,38,MUMBAI NORTH EAST
Vijay Janardan Shiktode,Bahujan Republican Socialist Party,0,Post Graduate,55,MUMBAI NORTH EAST
Vinod Narayan Chaugule,Sanatan Sanskriti Raksha Dal,0,12th Pass,41,MUMBAI NORTH EAST
Gajanan Chandrakant Kirtikar,SHS,0,Graduate,75,MUMBAI NORTH WEST
Abusalim Arunhuq Shank,Rashtriya Ulama Council,0,10th Pass,48,MUMBAI NORTH WEST
Aftab Mashwood Khan,IND,0,8th Pass,43,MUMBAI NORTH WEST
Ajay Dubey,Jan Adhikar Party,0,Post Graduate,29,MUMBAI NORTH WEST
Arora Surinder Mohan,Bharat Jan Aadhar Party,0,Graduate,64,MUMBAI NORTH WEST
Chandrashekhar Sharma,Bhartiya Manavadhikaar Federal Party, 1 ,Others,42,MUMBAI NORTH WEST
Chhaya Sunil Tiwari,Janata Congress,0,8th Pass,41,MUMBAI NORTH WEST
Dharmendra Shriram Pal,Rashtravadi Kranti Dal,0,10th Pass,42,MUMBAI NORTH WEST
Harishankar Yadav,Aapki Apni Party (Peoples),0,10th Pass,48,MUMBAI NORTH WEST
Madan Banwarilal Agrawal,IND,0,Graduate,55,MUMBAI NORTH WEST
Mitesh Varshney,IND, 1 ,Post Graduate,27,MUMBAI NORTH WEST
Prabhakar Tarapado Sadhu,IND,0,8th Pass,47,MUMBAI NORTH WEST
Sanjay Nirupam,INC, 11 ,Graduate,54,MUMBAI NORTH WEST
Sanjay Vishwanath Sakpal,IND,0,Graduate,48,MUMBAI NORTH WEST
Shakuntala Kushalkar,Prabuddha Republican Party,0,Illiterate,47,MUMBAI NORTH WEST
Shashikant Kundlik Kadam,IND, 1 ,Graduate Professional,46,MUMBAI NORTH WEST
Sonkamble Gajanan Tukaram,IND,0,Graduate,33,MUMBAI NORTH WEST
Subhash Passi,SP, 1 ,12th Pass,57,MUMBAI NORTH WEST
Suresh Sundar Shetty,Vanchit Bahujan Aaghadi,0,8th Pass,46,MUMBAI NORTH WEST
Vijay Marothi Koyale,Rashtriya Maratha Party,0,8th Pass,49,MUMBAI NORTH WEST
Vijendra Kumar Rai,IND, 1 ,Post Graduate,37,MUMBAI NORTH WEST
Arvind Sawant,SHS, 1 ,Graduate,67,MUMBAI SOUTH
Abbas Chhatriwala,Jan Adhikar Party,0,10th Pass,43,MUMBAI SOUTH
Adv. Sahil Shah,Bhartiya Manavadhikaar Federal Party,0,Graduate Professional,27,MUMBAI SOUTH
Deora Milind,INC,0,Graduate,43,MUMBAI SOUTH
Dr. Anil Kumar Choudhari,Vanchit Bahujan Aaghadi,0,Others,68,MUMBAI SOUTH
Hamir Vinjuda,Bahujan Republican Socialist Party,0,10th Pass,65,MUMBAI SOUTH
Irfan Ahmed Shaikh,Ambedkarite Party of India,0,Graduate,65,MUMBAI SOUTH
Rajesh .B. Dayal,IND,0,12th Pass,42,MUMBAI SOUTH
Ramchandra Kachave,Kranti Kari Jai Hind Sena, 1 ,Graduate Professional,50,MUMBAI SOUTH
Sai Shrivastav,IND,0,Graduate Professional,29,MUMBAI SOUTH
Shankar Sonawane,IND,0,10th Pass,51,MUMBAI SOUTH
Shehbaj Rathod,Jai Maha Bharath Party, 1 ,5th Pass,48,MUMBAI SOUTH
Suresh Kumar Gautam,BSP,0,10th Pass,47,MUMBAI SOUTH
Rahul Ramesh Shewale,SHS,0,Others,47,MUMBAI SOUTH CENTRAL
Adv. Mahendra Tulshiram Bhingardive,Anti Corruption Dynamic Party,0,Graduate Professional,42,MUMBAI SOUTH CENTRAL
Ahmed Shakil Sagir Ahmed Shaikh,BSP, 1 ,5th Pass,41,MUMBAI SOUTH CENTRAL
Anita Kiran Patole,IND,0,8th Pass,39,MUMBAI SOUTH CENTRAL
Baddy Hemantkumar Reddy,Bahujan Mukti Party,0,Graduate,50,MUMBAI SOUTH CENTRAL
Balasaheb Jagannath Sable,Bhartiya Manavadhikaar Federal Party,0,10th Pass,48,MUMBAI SOUTH CENTRAL
Dalvi Raju Sahebrao,IND,0,Graduate,48,MUMBAI SOUTH CENTRAL
Deepak Bhagoji Kamble,Ambedkarite Party of India,0,10th Pass,67,MUMBAI SOUTH CENTRAL
Eknath Mahadev Gaikwad,INC,0,10th Pass,79,MUMBAI SOUTH CENTRAL
Godfrey Washington Noble,Desiya Makkal Sakthi Katchi, 2 ,Graduate Professional,48,MUMBAI SOUTH CENTRAL
Mohammad Hayat Mohammad Husain Shaikh,Peace Party,0,5th Pass,54,MUMBAI SOUTH CENTRAL
Sanjay Sushil Bhosale,Vanchit Bahujan Aaghadi, 3 ,Graduate Professional,51,MUMBAI SOUTH CENTRAL
Santosh Shrivastav,IND,0,10th Pass,37,MUMBAI SOUTH CENTRAL
Sheetal Bharat Sasane,IND,0,8th Pass,34,MUMBAI SOUTH CENTRAL
Vikas Maruti Rokade,IND,0,5th Pass,53,MUMBAI SOUTH CENTRAL
Yoganand Nadar,Aapki Apni Party (Peoples),0,Graduate,34,MUMBAI SOUTH CENTRAL
Yogesh Vitthal More,Bahujan Republican Socialist Party,0,Graduate Professional,38,MUMBAI SOUTH CENTRAL
Nitin Jairam Gadkari,BJP, 4 ,Graduate Professional,62,NAGPUR
Adv. Ulhas Shalikaram Dupare,IND,0,Graduate Professional,53,NAGPUR
Adv. Vijaya Dilip Bagde,Ambedkarite Party of India,0,Graduate Professional,43,NAGPUR
Ali Ashfaque Ahmed,Bahujan Mukti Party,0,Graduate Professional,48,NAGPUR
Asim Ali,Minorities Democratic Party, 1 ,10th Pass,28,NAGPUR
Comrade Yogesh Krishnarao Thakare,CPI(ML) Red Star,0,12th Pass,43,NAGPUR
Dikshita Anand Tembhurne,Desh Janhit Party,0,Graduate,32,NAGPUR
Dipak Laxmanrao Maske,IND,0,12th Pass,43,NAGPUR
Dr. Manisha Bangar,Peoples Party of India (Democratic),0,Graduate Professional,49,NAGPUR
Dr. Vinod Kashiram Badole,Akhil Bhartiya Sarvadharma Samaj Party,0,Post Graduate,63,NAGPUR
Gopalkumar Ganeshu Kashyap,Chhattisgarh Swabhiman Manch,0,12th Pass,38,NAGPUR
Kartik Gendalal Doke,IND,0,12th Pass,40,NAGPUR
Mane Suresh Tatoba,Bahujan Republican Socialist Party,0,Doctorate,58,NAGPUR
Manohar Alias Sagar Pundlikrao Dabrase,Vanchit Bahujan Aaghadi,0,Graduate,47,NAGPUR
Manoj Kothuji Bawane,IND,0,12th Pass,43,NAGPUR
Mohammad Jamal,BSP,0,10th Pass,47,NAGPUR
Nanabhau Falgunrao Patole,INC, 4 ,12th Pass,56,NAGPUR
Prabhakar Krushnaji Satpaise,IND,0,12th Pass,43,NAGPUR
Prafulla Manikchand Bhange,IND,0,12th Pass,49,NAGPUR
Ruben Domnik Francis,IND,0,12th Pass,44,NAGPUR
Sachin Haridas Somkuwar,IND,0,12th Pass,42,NAGPUR
Sachin Jagorao Patil,IND, 4 ,10th Pass,46,NAGPUR
Sahil Balchand Turkar,Bhartiya Manvadhikaar Federal Party,0,10th Pass,38,NAGPUR
Satish Vitthal Nikhar,IND,0,Post Graduate,41,NAGPUR
Shridhar Narayan Salve,Rashtriya Jansambhavna Party,0,Graduate,47,NAGPUR
Siddharth Asaram Kurve,IND,0,Post Graduate,60,NAGPUR
Sunil Suryabhan Kawade,IND,0,10th Pass,56,NAGPUR
Uday Rambhauji Borkar,IND,0,12th Pass,45,NAGPUR
Vanita Jitendra Raut,Akhil Bharatiya Manavata Paksha,0,8th Pass,37,NAGPUR
Vitthhal Nanaji Gaikwad,Hum Bhartiya Party,0,12th Pass,64,NAGPUR
Chikhalikar Pratap Govindrao,BJP,0,12th Pass,57,NANDED
Abdul Rais Ahmed Abdul Jabbar,Ambedkar National Congress, 1 ,5th Pass,51,NANDED
Abdul Samad,SP,0,12th Pass,62,NANDED
Ashok Shankarrao Chavan,IND,0,8th Pass,28,NANDED
Ashokrao Shankarrao Chavan,INC, 3 ,Post Graduate,60,NANDED
Bhinge Yashpal Narsinghrao,Vanchit Bahujan Aaghadi,0,Doctorate,42,NANDED
Kadam Shrirang Uttomrao,IND,0,10th Pass,30,NANDED
Madhavrao Sambhaji Gaikwad,IND,0,8th Pass,59,NANDED
Mahesh Prakashrao Talegaonkar,IND,0,Graduate Professional,41,NANDED
Manish Dattatray Wadje,IND,0,12th Pass,45,NANDED
Mohan Anandrao Waghmare,Bahujan Mukti Party,0,10th Pass,0,NANDED
Ranjit Gangadharrao Deshmukh,IND,0,Graduate,32,NANDED
Shivanand Ashokrao Deshmukh,IND,0,Post Graduate,30,NANDED
Sunil Manohar Sonsale,Bahujan Republican Socialist Party,0,10th Pass,37,NANDED
Heena Vijaykumar Gavit,BJP,0,Post Graduate,31,NANDURBAR
Adv. K. C. Padavi,INC,0,Post Graduate,61,NANDURBAR
Ajay Karamsing Gavit,IND,0,12th Pass,25,NANDURBAR
Anturlikar Sushil Suresh,Vanchit Bahujan Aaghadi,0,Post Graduate,33,NANDURBAR
Arjunsing Diwansing Vasave,IND,0,Graduate,54,NANDURBAR
Ashok Daulatsing Padvi,IND,0,10th Pass,42,NANDURBAR
Dr. Natawadkar Suhas Jayant,IND,0,Graduate Professional,58,NANDURBAR
Koli Ananda Sukalal,IND, 2 ,8th Pass,52,NANDURBAR
Krishna Thoga Gavit,Bhartiya Tribal Party,0,12th Pass,57,NANDURBAR
Rekha Suresh Desai,BSP,0,12th Pass,29,NANDURBAR
Sandip Abhimanyu Valvi,Bahujan Mukti Party,0,Graduate,42,NANDURBAR
Hemant Tukaram Godse,SHS, 1 ,Others,49,NASHIK
Adv. Kokate Manikrao Shivajirao,IND, 1 ,Graduate Professional,61,NASHIK
Adv. Vaibhav Shantaram Ahire,BSP,0,Graduate Professional,39,NASHIK
Aher Sharad Keru,IND,0,Graduate,30,NASHIK
Devidas Piraji Sarkate,IND,0,10th Pass,45,NASHIK
Dhananjay Anil Bhawsar,IND,0,12th Pass,39,NASHIK
Jawale Soniya Ramnath,Bhartiya Tribal Party,0,12th Pass,40,NASHIK
Kedar Sindhubai Ravindra,IND,0,5th Pass,55,NASHIK
Pavan Chandrakant Pawar,Vanchit Bahujan Aaghadi, 8 ,Others,38,NASHIK
Prakash Giridhar Kanoje,IND,0,12th Pass,51,NASHIK
Priyanka Ramrao Shirole,IND,0,Graduate,28,NASHIK
Sameer Magan Bhujbal,NCP, 16 ,10th Pass,45,NASHIK
Sanjay Sukhdev Ghodke,Bahujan Republican Socialist Party,0,Others,48,NASHIK
Sharad Damu Dhanrao,IND,0,12th Pass,40,NASHIK
Shivnath Vithoba Kasar	,Bahujan Mukti Party,0,10th Pass,54,NASHIK
Sudhir Shridhar Deshmukh,IND, 1 ,Post Graduate,58,NASHIK
Vilas Madhukar Desale (Patil),IND,0,10th Pass,46,NASHIK
Vinod Vasant Shirsath,Hindustan Janta Party,0,10th Pass,26,NASHIK
Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,SHS, 4 ,12th Pass,35,OSMANABAD
Annasaheb Ramchandra Rathod,Bhartiya Bahujan Kranti Dal, 4 ,12th Pass,50,OSMANABAD
Arjun (Dada) Salgar,Vanchit Bahujan Aaghadi, 3 ,8th Pass,39,OSMANABAD
Aryanraje Kisanrao Shinde,IND,0,Graduate Professional,38,OSMANABAD
Deepak Mahadev Tate,Bhapase Party,0,10th Pass,36,OSMANABAD
Dr. Shivaji Pandharinath Oman,BSP,0,Graduate Professional,62,OSMANABAD
Dr.Vasant Raghunath Munde,IND,0,Graduate,72,OSMANABAD
Gore Netaji Nagnathrao,IND, 1 ,Others,62,OSMANABAD
Jagannath Nivrutti Munde,IND,0,Graduate,41,OSMANABAD
Phulsure Vishwanth Sadashiv,Kranti Kari Jai Hind Sena,0,Graduate,67,OSMANABAD
Ranajagjitsinha Padmasinh Patil,NCP, 4 ,Graduate Professional,47,OSMANABAD
Sayyad Sultan Ladkhan,IND,0,10th Pass,46,OSMANABAD
Shankar Pandurang Gaikwad,IND,0,Graduate,33,OSMANABAD
Tukaram Dasrao Gangawane,IND,0,10th Pass,68,OSMANABAD
Gavit Rajendra Dhedya,SHS,0,Graduate,51,PALGHAR
Baliram Sukur Jadhav,Bahujan Vikas Aaghadi, 3 ,8th Pass,63,PALGHAR
Bhondave Tai Maruti,IND,0,Literate,55,PALGHAR
Dattaram Jayram Karbat,IND, 1 ,8th Pass,55,PALGHAR
Devram Zipar Kurkute,Ambedkarite Party of India,0,12th Pass,43,PALGHAR
Raju Damu Lade,IND,0,8th Pass,39,PALGHAR
Sanjay Laxman Tambda,BSP,0,8th Pass,43,PALGHAR
Sanjay Rama Kohkera,Bahujan Mukti Party,0,Graduate,32,PALGHAR
Shankar Bhaga Badade,Marxist Leninist Party of India (Red Flag),0,5th Pass,62,PALGHAR
Suresh Arjun Padavi,Vanchit Bahujan Aaghadi, 2 ,5th Pass,34,PALGHAR
Swapnil Mahadev Koli,IND,0,10th Pass,49,PALGHAR
Vishnu Kakadya Padavi,IND, 1 ,10th Pass,41,PALGHAR
Jadhav Sanjay (Bandu) Haribhau,SHS, 6 ,10th Pass,52,PARBHANI
Alamgir Mohammad Khan,Vanchit Bahujan Aaghadi, 1 ,Graduate,38,PARBHANI
Bobade Sakharam Gyanba,IND,0,Graduate,43,PARBHANI
Dr.Appasaheb Onkar Kadam,Swatantra Bharat Paksha,0,Graduate Professional,54,PARBHANI
Dr.Vaijnath Sitaram Phad,BSP, 1 ,Doctorate,62,PARBHANI
Govind Ramrao Deshmukh,IND, 1 ,8th Pass,37,PARBHANI
Harishchandra Dattu Patil,Sangharsh Sena,0,Graduate,59,PARBHANI
Kishor Baburao Munnemanik,IND,0,12th Pass,35,PARBHANI
Kishor Namdeo Gaware,Bharatiya Praja Surajya Paksha,0,12th Pass,27,PARBHANI
Rajan Ramchandra Kshirsagar,CPI, 15 ,Graduate,52,PARBHANI
Rajesh Uttamrao Vitekar,NCP,0,Graduate,39,PARBHANI
Sangita Kalyanrao Nirmal,IND,0,Literate,42,PARBHANI
Santosh Govind Rathod,Bhartiya Bahujan Kranti Dal,0,Graduate,35,PARBHANI
Shaikh Salim Shaikh Ibrahim,Bahujan Maha Party,0,5th Pass,45,PARBHANI
Subhash Ashokrao Ambhore (Dudhgaonkar),Ambedkar National Congress,0,Others,31,PARBHANI
Uttamrao Pandurangrao Rathod,Bahujan Mukti Party,0,Graduate Professional,66,PARBHANI
Yashwant Rambhau Kasbe,Bahujan Republican Socialist Party,0,Post Graduate,51,PARBHANI
Girish Bhalchandra Bapat,BJP, 1 ,Graduate,68,PUNE
Adv. Kumar Devba Kalel Patil,IND,0,Graduate Professional,38,PUNE
Adv. Mahesh Gajendragadkar,Swarna Bharat Party,0,Post Graduate,57,PUNE
Adv. Ramesh Devaram Dharmavat,People’s Union Party,0,Graduate Professional,37,PUNE
Amol Alias Yabes S. Tujare,IND, 3 ,12th Pass,34,PUNE
Amol Jayraj Shinde,Hum Bhartiya Party,0,Post Graduate,32,PUNE
Anand Prakash Vanjape,IND,0,Others,43,PUNE
Balasaheb Misal Patil,Bahujan Mukti Party,0,Graduate,44,PUNE
Chandrakant Parmeshwar Sawant,IND,0,12th Pass,46,PUNE
Chincholikar Jayant Eknath,Bahujan Republican Socialist Party, 1 ,10th Pass,52,PUNE
Hemant Baburao Kolekar Patil Alias Hemant Patil,IND, 1 ,8th Pass,48,PUNE
Jadhav Anil Narayan,Vanchit Bahujan Aaghadi, 1 ,12th Pass,35,PUNE
Jafar Khursid Choudhari,IND,0,5th Pass,58,PUNE
Javed Shabbir Sayyed,IND,0,8th Pass,43,PUNE
Johnson Vasant Kolhapure,IND,0,8th Pass,49,PUNE
Krupal Paluskar,Prabuddha Republican Party,0,Post Graduate,33,PUNE
Kshirsagar Kanchan Devdas,IND,0,Graduate,48,PUNE
Mohan Ramkisan Joshi,INC, 6 ,10th Pass,63,PUNE
Nikhil Umesh Zingade,Bharatiya Praja Surajya Paksha,0,Post Graduate,33,PUNE
Prof. Nalawade Hanmant Mahadeo,Ambedkarite Party of India,0,Post Graduate,49,PUNE
Rahul Vishwas Joshi,IND,0,Graduate,42,PUNE
Rajesh Surendrakumar Agarwal,Hamari Apni Party, 1 ,Graduate Professional,48,PUNE
Rakesh Prabhakar Chavan,IND,0,8th Pass,45,PUNE
Ravindra Bansiram Mahapure,IND,0,Literate,52,PUNE
Sanjay Baburao Jadhav,IND,0,10th Pass,47,PUNE
Sayyad Raj Faiyaz,Bhartiya Kisan Party,0,Graduate,42,PUNE
Sim Khirid,Bahujan Maha Party,0,Post Graduate,45,PUNE
Suhas Popat Gajarmal,Rashtriya Janshakti Party (Secular),0,12th Pass,33,PUNE
Uttam Pandurang Shinde,BSP, 1 ,Graduate,52,PUNE
Tatkare Sunil Dattatray,NCP,0,Others,64,RAIGAD
Anant Gangaram Geete,SHS,0,10th Pass,67,RAIGAD
Avinash Vasant Patil,IND,0,5th Pass,53,RAIGAD
Gajendra Parshuram Turbadkar,Kranti Kari Jai Hind Sena,0,12th Pass,50,RAIGAD
Ghag Sanjay Arjun,IND, 3 ,10th Pass,47,RAIGAD
Madhukar Mahadev Khamkar,IND,0,10th Pass,42,RAIGAD
Milind Bhaguram Salvi,BSP, 2 ,8th Pass,61,RAIGAD
Munafar Jainubhidin Choudhary,IND,0,5th Pass,44,RAIGAD
Nathuram Bhaguram Hate,Bahujan Mukti Party,0,10th Pass,58,RAIGAD
Prakash Sakharam Kalke,Bhartiya Kisan Party,0,Post Graduate,34,RAIGAD
Subhash Janardan Patil,IND,0,10th Pass,50,RAIGAD
Suman Bhaskar Koli,Vanchit Bahujan Aaghadi,0,5th Pass,61,RAIGAD
Sunil Pandurang Tatkare,IND,0,8th Pass,43,RAIGAD
Sunil Sakharam Tatkare,IND,0,8th Pass,43,RAIGAD
Yogesh Kadam,IND,0,12th Pass,29,RAIGAD
Krupal Balaji Tumane,SHS,0,Graduate,53,RAMTEK
Anil Mahadeo Dhone,IND,0,8th Pass,54,RAMTEK
Archana Chandrakumar Ukey,Rashtriya Jansambhavna Party,0,12th Pass,45,RAMTEK
Bandu Ramchandra Meshram,CPI(ML) Red Star,0,12th Pass,51,RAMTEK
Chandrabhan Baliram Ramteke,Rashtriya Jansurajya Party,0,12th Pass,57,RAMTEK
Gautam Shriram Wasnik,IND,0,5th Pass,44,RAMTEK
Kanteshwar Khushalji Tumane,IND,0,10th Pass,32,RAMTEK
Kiran Premkumar Rodge,Vanchit Bahujan Aaghadi,0,Literate,58,RAMTEK
Kishore Uttamrao Gajbhiye,INC,0,Post Graduate,61,RAMTEK
Laxman Jyotik Kanhekar,Peoples Party of India (Democratic),0,Doctorate,62,RAMTEK
Natthu Madhav Lokhande,IND,0,Doctorate,70,RAMTEK
Sandesh Bhioram Bhalekar,IND,0,Graduate Professional,68,RAMTEK
Shailesh Sambhaji Janbandhu,SUCI(C),0,12th Pass,44,RAMTEK
Sonali Ravindra Bagde,IND,0,Graduate Professional,34,RAMTEK
Subhash Dharmdas Gajbhiye,BSP,0,10th Pass,29,RAMTEK
Vinod Bhiwaji Patil,Ambedkarite Party of India,0,10th Pass,51,RAMTEK
Vinayak Bhaurao Raut,SHS, 3 ,Post Graduate,65,RATNAGIRI SINDHUDURG
Adv. Sanjay Sharad Gangnaik8,Samajwadi Forward Bloc,0,Graduate Professional,51,RATNAGIRI SINDHUDURG
Amberkar Pandharinath Vidyadhar,IND, 1 ,8th Pass,39,RATNAGIRI SINDHUDURG
