Candidate,Party,Criminal Cases,Education,Age,City
Bhikuram Kashiram Palkar,Bahujan Mukti Party,0,Graduate,63,RATNAGIRI SINDHUDURG
Kishor Sidu Varak,BSP, 2 ,12th Pass,29,RATNAGIRI SINDHUDURG
Maruti Ramchandra Joshi,Vanchit Bahujan Aaghadi,0,8th Pass,74,RATNAGIRI SINDHUDURG
Narayan Dasharath Gavas,IND,0,Graduate Professional,41,RATNAGIRI SINDHUDURG
Navinchandra Bhalchandra Bandivadekar,INC,0,10th Pass,62,RATNAGIRI SINDHUDURG
Nilesh Bhikaji Bhatade,IND,0,Graduate,28,RATNAGIRI SINDHUDURG
Nilesh Narayan Rane,Maharashtra Swabhimaan Paksh, 5 ,Doctorate,38,RATNAGIRI SINDHUDURG
Rajesh Dilipkumar Jadhav,Bahujan Republican Socialist Party,0,Graduate,33,RATNAGIRI SINDHUDURG
Vinayak Lavu Raut,IND, 1 ,8th Pass,48,RATNAGIRI SINDHUDURG
Khadse Raksha Nikhil,BJP,0,Graduate,31,RAVER
Adakmol Rohidas Ramesh,Ambedkarite Party of India,0,12th Pass,41,RAVER
Ajit Namdar Tadvi,Rastriya Aam Jan Seva Party,0,8th Pass,31,RAVER
D. D. Wani [Photographer],IND,0,10th Pass,58,RAVER
Dr.Ulhas Vasudeo Patil,INC, 1 ,Post Graduate,59,RAVER
Gaurav Damodar Surwade,IND,0,10th Pass,35,RAVER
Madhukar Sopan Patil,Hindustan Janta Party,0,Graduate,70,RAVER
Nazmin Shaikh Ramjan,IND,0,8th Pass,33,RAVER
Nitin Pralhad Kandelkar,Vanchit Bahujan Aaghadi,0,12th Pass,39,RAVER
Roshan Aara Sadique Ali,IUML,0,12th Pass,37,RAVER
Tawar Vijay Jagan,IND,0,10th Pass,42,RAVER
Yogendra Viththal Kolate,BSP, 1 ,Doctorate,41,RAVER
Sanjaykaka Patil,BJP, 1 ,10th Pass,54,SANGLI
Abhijit Vamanrao Awade-Bichukle,IND, 2 ,Graduate,43,SANGLI
Adhik Sampat Channe,IND, 2 ,Graduate,39,SANGLI
Bhaktraj Raghunath Thigale,IND,0,8th Pass,54,SANGLI
Dattatray Pandit Patil,IND,0,5th Pass,47,SANGLI
Gopichand Kundlik Padalkar,Vanchit Bahujan Aaghadi, 5 ,12th Pass,36,SANGLI
Himmat Pandurang Koli,IND, 1 ,Others,47,SANGLI
Nalage Ananda Shankar,Baliraja Party, 1 ,12th Pass,50,SANGLI
Narayan Chandar Mulik,IND, 3 ,8th Pass,75,SANGLI
Patil Vishal Prakashrao,Swabhimani Paksha, 3 ,Graduate,38,SANGLI
Rajendra Namdev Kavthekar,Bahujan Mukti Party,0,Graduate Professional,43,SANGLI
Shankar Martand Mane,BSP, 4 ,10th Pass,31,SANGLI
Bhonsle Shrimant Chhatrapati Udayanraje Pratapasinh Maharaj,NCP, 8 ,12th Pass,53,SATARA
Abhijit Wamanrao -Bichukale,IND, 2 ,Graduate,43,SATARA
Ananda Ramesh Thorawade,BSP,0,Graduate,39,SATARA
Dilip Shreerang Jagtap,Bahujan Republican Socialist Party,0,Graduate Professional,48,SATARA
Narendra Annasaheb Patil,SHS, 4 ,12th Pass,44,SATARA
Panjabrao Mahadev Patil,IND, 1 ,5th Pass,53,SATARA
Sagar Sharad Bhise,IND, 2 ,8th Pass,31,SATARA
Sahdev Kerappa Aiwale,Vanchit Bahujan Aaghadi,0,Graduate Professional,63,SATARA
Shailendra Veer,IND,0,Graduate,44,SATARA
Shriniwas Dadasaheb Patil,NCP,0,Post Graduate,78,SATARA : BYE ELECTION ON 21-10-2019
Adv. Shivajirao Jadhav Alias Kavivary Sushilkumar Bhosarekar,IND,0,Graduate Professional,48,SATARA : BYE ELECTION ON 21-10-2019
Alankruta Abhijit Bichukale,IND,0,Post Graduate,40,SATARA : BYE ELECTION ON 21-10-2019
Chandrkant Tatu Khandait,Vanchit Bahujan Aaghadi,0,Graduate,51,SATARA : BYE ELECTION ON 21-10-2019
Shivaji Narayan Bhosale,IND,0,12th Pass,48,SATARA : BYE ELECTION ON 21-10-2019
Shrimant Chh. Udyanraje Pratapsinhmaharaj Bhonsle,BJP, 8 ,12th Pass,53,SATARA : BYE ELECTION ON 21-10-2019
Venkateshwar Maha Swamiji (Katakadhond D.G.),Hindustan Janta Party,0,Graduate,32,SATARA : BYE ELECTION ON 21-10-2019
Sadashiv Kisan Lokhande,SHS, 1 ,10th Pass,57,SHIRDI
Adv. Amolik Govind Baburao,IND,0,Graduate Professional,67,SHIRDI
Ashok Anaji Wakchaure,IND, 6 ,Post Graduate,50,SHIRDI
Ashok Jagdish Jadhav,Rashtriya Maratha Party,0,Graduate,56,SHIRDI
Bansi Bhaurao Satpute,CPI, 1 ,Graduate Professional,58,SHIRDI
Bapu Paraji Randhir,IND,0,Graduate,53,SHIRDI
Borage Shankar Haribhau,IND,0,Graduate,50,SHIRDI
Ganpat Machindra More,IND,0,Graduate,51,SHIRDI
Kamble Bhausaheb Malhari,INC, 1 ,Others,64,SHIRDI
Kishor Limbaji Rokade,IND,0,12th Pass,38,SHIRDI
Pradip Sunil Sarode,IND, 9 ,12th Pass,32,SHIRDI
Prakash Kacharu Aaher,Bahujan Republican Socialist Party, 1 ,Post Graduate,55,SHIRDI
Sachin Sadashiv Gawande,IND,0,Graduate,27,SHIRDI
Sampat Khandu Samindar,IND,0,Graduate,66,SHIRDI
Sanjay Laxman Sukhdan,Vanchit Bahujan Aaghadi, 2 ,Graduate,39,SHIRDI
Subhash Dada Tribhuwan,IND, 1 ,5th Pass,45,SHIRDI
Suresh Eknath Jagdhane,BSP,0,Others,58,SHIRDI
Vijay Dnyanoba Ghate,Republican Bahujan Sena, 2 ,8th Pass,50,SHIRDI
Wakchaure Bhausaheb Jayram,IND,0,Literate,51,SHIRDI
Wakchaure Bhausaheb Rajaram,IND,0,Graduate Professional,69,SHIRDI
Amol Ramsing Kolhe,NCP,0,Graduate Professional,38,SHIRUR
Aadhalrao Shivaji Dattatrey,SHS, 10 ,Others,64,SHIRUR
Balasaheb Jaysingh Ghadage,IND, 1 ,10th Pass,59,SHIRUR
Bhau Ramchandra Aadagale,IND,0,10th Pass,59,SHIRUR
Chhaya Prabhakar Solanke,IND,0,Graduate,29,SHIRUR
Gangadhar Nathu Yadav,IND,0,Post Graduate,43,SHIRUR
Ghare Mohan Damodar,Baliraja Party,0,8th Pass,52,SHIRUR
Kagadi Jamirkhan Afzal,BSP, 4 ,Graduate,44,SHIRUR
Nitin Muralidhar Kuchekar,Bharat Prabhat Party,0,Graduate,36,SHIRUR
Ovhal Rahul Raghunath,Vanchit Bahujan Aaghadi, 2 ,8th Pass,36,SHIRUR
Raeesa Shakil Shaikh,Bhartiya Kisan Party,0,Post Graduate,45,SHIRUR
Samshad Anwar Ansari,IND,0,12th Pass,30,SHIRUR
Sanjay Baba Bansode,Bhartiya Bahujan Kranti Dal,0,8th Pass,42,SHIRUR
Sanjay Laxman Padwal,Bhartiya Navjawan Sena (Paksha),0,10th Pass,50,SHIRUR
Shahid Farukh Shaikh,IND,0,5th Pass,38,SHIRUR
Shashikant Rajaram Desai,Hamari Apni Party,0,12th Pass,48,SHIRUR
Shivaji Uttamrao Pawar,IND,0,12th Pass,31,SHIRUR
Shrikant Nivrutti Chabukswar,Bahujan Mukti Party,0,Post Graduate,53,SHIRUR
Somnath Hiraman Mali,Bahujan Republican Socialist Party, 6 ,8th Pass,47,SHIRUR
Sonali Thorat,IND,0,8th Pass,35,SHIRUR
Vahida Shahenu Shaikh,IND,0,10th Pass,38,SHIRUR
Vikas Rajaram Aashtul,IND,0,8th Pass,41,SHIRUR
Vinod Vasant Chandgude,IND, 1 ,Post Graduate,34,SHIRUR
Shri. Sha. Bra. Dr. Jay Siddeshwar Shivachrya Mahaswamiji,BJP,0,Graduate,63,SOLAPUR
Ad. Karande Manisha Manohar,IND,0,Graduate Professional,37,SOLAPUR
Ad. Vikram Uttam Kasabe,IND,0,Post Graduate,43,SOLAPUR
Prof. Dr. Ohal Arjun Gena,Bahujan Mukti Party,0,Doctorate,52,SOLAPUR
Shri Ambedkar Prakash Yashwant,Vanchit Bahujan Aaghadi,0,Graduate Professional,64,SOLAPUR
Shri Ashok Bhagavan Ughade,IND,0,8th Pass,65,SOLAPUR
Shri Bhise Krishna Nagnath,Bahujan Maha Party,0,12th Pass,34,SOLAPUR
Shri Gaydhankar Vishnu Shidram,Bharatiya Praja Surajya Paksha,0,Graduate,34,SOLAPUR
Shri Khandare Sudarshan Raychand,IND,0,12th Pass,33,SOLAPUR
Shri Maske Shrimant Murlidhar,IND,0,8th Pass,49,SOLAPUR
Shri Patole Malhari Gulab,IND,0,10th Pass,70,SOLAPUR
Shri Shinde Sushilkumar Sambhajirao,INC,0,Graduate Professional,77,SOLAPUR
Shrivenkateswar Maha Swamiji (Katakdhond. D. G.),Hindustan Janta Party,0,Graduate,31,SOLAPUR
Rajan Baburao Vichare,SHS, 9 ,12th Pass,57,THANE
Ajay Baburam Gupta,Bharat Jan Aadhar Party,0,Graduate,48,THANE
Anand Prakash Paranjpe,NCP, 11 ,Post Graduate,45,THANE
Bramhadev Rambakshi Pandey,Sarvodaya Bharat Party,0,12th Pass,36,THANE
Digambar Yalappa Bansode,IND,0,5th Pass,55,THANE
Dilip Prabhakar Aloni,Akhil Bharatiya Jan Sangh,0,Post Graduate,63,THANE
Dr. Akshay Anant Zodge,IND,0,Post Graduate,32,THANE
Hemant Kisan Patil,Sanatan Sanskriti Raksha Dal,0,8th Pass,45,THANE
Madhavilata Dineshkumar Maurya,Jan Adhikar Party,0,12th Pass,42,THANE
Mallikarjun Saybanna Pujari,Vanchit Bahujan Aaghadi,0,Literate,47,THANE
Omkar Nath Tiwari,Hindusthan Nirman Dal,0,Graduate,32,THANE
Omprakash Shrilal Pal,IND, 1 ,10th Pass,35,THANE
Pokharkar Vinod Laxman,IND, 1 ,10th Pass,35,THANE
Prabhakar Anant Jadhav,Bahujan Republican Socialist Party,0,10th Pass,63,THANE
Rajesh Sidhanna Kamble,Bahujan Mukti Party,0,Graduate,40,THANE
Rajeshchanna Baijnath Jaiswar,BSP,0,10th Pass,48,THANE
Ramesh Kumar Shrivastav,IND,0,5th Pass,63,THANE
Shubhangi Vidyasagar Chavan,IND,0,8th Pass,42,THANE
Subhashchandra Ratandeo Jha,Sardar Vallabhbhai Patel Party,0,Graduate,50,THANE
Sudhakar Narayan Shinde,Ambedkarite Party of India, 1 ,Graduate,65,THANE
Surendrakumar Jain,Naitik Party,0,10th Pass,50,THANE
Usman Moosa Shaikh,Bahujan Maha Party,0,10th Pass,47,THANE
Vitthal Natha Chavan,IND,0,8th Pass,38,THANE
Ramdas Chandrabhanji Tadas,BJP,0,10th Pass,65,WARDHA
Adv. Bhaskar Marotrao Neware,IND,0,Post Graduate,43,WARDHA
Arvind Shamrao Lillore,IND,0,Others,40,WARDHA
Charulata Khajansing Tokas,INC,0,Graduate Professional,53,WARDHA
Dhanraj Kotiram Vanjari,Vanchit Bahujan Aaghadi, 1 ,Post Graduate,63,WARDHA
Dnyaneshwar Laxamnrao Wakudkar,Lokjagar Party, 2 ,Post Graduate,62,WARDHA
Gadhave Pravin Rameshwarrao,Ambedkarist Republican Party,0,10th Pass,34,WARDHA
Ganesh Kisanrao Lade,Ambedkarite Party of India,0,12th Pass,42,WARDHA
Jagdish Uddhavrao Wankhede,Bahujan Mukti Party,0,10th Pass,35,WARDHA
Nandkishor Ramaji Sagar,IND, 1 ,Others,52,WARDHA
Rajesh Marotrao Balpande,IND,0,Graduate Professional,43,WARDHA
Shaileshkumar Premkishorji Agrawal,BSP, 1 ,Post Graduate,37,WARDHA
Umesh Sadashiv Neware,IND,0,10th Pass,42,WARDHA
Zitruji Chandruji Borutkar,IND,0,Graduate Professional,63,WARDHA
Bhavana Pundlikrao Gawali,SHS, 3 ,Graduate,46,YAVATMAL WASHIM
Anil Jayram Rathod,IND,0,Post Graduate,43,YAVATMAL WASHIM
Ankit Mohan Chandak,IND,0,Graduate Professional,27,YAVATMAL WASHIM
Dr. Rajiv Agrawal,IND,0,Graduate,54,YAVATMAL WASHIM
Naresh Mahadev Ghughane,IND,0,8th Pass,42,YAVATMAL WASHIM
Noorali Maheboob Ali Shah,IND,0,10th Pass,55,YAVATMAL WASHIM
Parashram Bhaosing Ade,IND,0,Post Graduate,64,YAVATMAL WASHIM
Pawar Ramesh Gorsing,IND,0,12th Pass,64,YAVATMAL WASHIM
Pravin Govind Pawar,Vanchit Bahujan Aaghadi,0,Graduate Professional,37,YAVATMAL WASHIM
Premasai Maharaj,IND, 6 ,5th Pass,28,YAVATMAL WASHIM
Pundlik Baliram Rathod,Sanman Rajkiya Paksha,0,12th Pass,47,YAVATMAL WASHIM
Purushottam Domaji Bhajghaware,Rashtriya Bahujan Congress Party,0,12th Pass,58,YAVATMAL WASHIM
Rajesh Bhauraoji Raut,Gondvana Gantantra Party,0,10th Pass,41,YAVATMAL WASHIM
Ramrao Sawai Pawar,IND,0,10th Pass,47,YAVATMAL WASHIM
Ravi Sampatrao Jadhao,Bahujan Mukti Party,0,Graduate Professional,73,YAVATMAL WASHIM
Salim Shah Suleman Shah,IND, 6 ,Literate,49,YAVATMAL WASHIM
Sameer Arunrao Deshpande,IND,0,Others,87,YAVATMAL WASHIM
Shahejad Samiullah Khan,IND,0,Graduate Professional,35,YAVATMAL WASHIM
Shaikh Javed Shaikh Mushtaq,IND, 3 ,8th Pass,43,YAVATMAL WASHIM
Simpal Rajkumar Rathod,IND,0,Post Graduate,42,YAVATMAL WASHIM
Thakre Manikrao Govindrao,INC,0,12th Pass,64,YAVATMAL WASHIM
Uttam Bhagaji Kamble,Prabuddha Republican Party,0,Post Graduate,51,YAVATMAL WASHIM
Vaishali Sudhakar Yede,Prahar Janshakti Party,0,10th Pass,28,YAVATMAL WASHIM
Dr Rajkumar Ranjan Singh,BJP,0,Doctorate,67,INNER MANIPUR
Dr. Gurumayum Tonsana Sharma,Manipur Democratic Peoples Front,0,Doctorate,69,INNER MANIPUR
Md. Iliyash Khan,IND,0,12th Pass,34,INNER MANIPUR
Moirangthem Nara Singh,CPI,0,Graduate Professional,69,INNER MANIPUR
Moirangthem Totomshana Nongshaba,IND,0,12th Pass,41,INNER MANIPUR
Oinam Jugindro Singh,Manipur Peoples Party, 1 ,12th Pass,68,INNER MANIPUR
Oinam Nabakishore Singh,INC, 1 ,Post Graduate,59,INNER MANIPUR
R.K. Anand,North East India Development Party,0,Graduate Professional,59,INNER MANIPUR
Rajkumar Somendro Singh,IND,0,10th Pass,40,INNER MANIPUR
Senjam Nandeshwore Singh,Rashtriya Janhit Sangharsh Party,0,Graduate,60,INNER MANIPUR
Wahengbam Pobitra Singh,IND, 1 ,12th Pass,42,INNER MANIPUR
Lorho S. Pfoze,NPF,0,Graduate Professional,59,OUTER MANIPUR
Angam Karung Kom,NCP,0,Graduate,63,OUTER MANIPUR
Ashang Kasar,North East India Development Party,0,Post Graduate,43,OUTER MANIPUR
Hangkhanpau Taithul,JD(U),0,Post Graduate,55,OUTER MANIPUR
Houlim Shokhopao Mate,BJP,0,12th Pass,36,OUTER MANIPUR
K. James,INC, 2 ,Graduate,56,OUTER MANIPUR
Leikhan Kaipu,IND,0,8th Pass,54,OUTER MANIPUR
Thangminlien Kipgen,NPP,0,12th Pass,64,OUTER MANIPUR
Vincent H. Pala,INC,0,Graduate Professional,51,SHILLONG
Jemino Mawthoh,United Democratic Party,0,Doctorate,54,SHILLONG
Romeo Phira Rani,IND,0,12th Pass,51,SHILLONG
Samuel Hashah,IND,0,12th Pass,32,SHILLONG
Sanbor Shullai,BJP,0,10th Pass,52,SHILLONG
T.H.S. Bonney,IND,0,Post Graduate,58,SHILLONG
Agatha K. Sangma,NPP,0,Post Graduate,38,TURA
Dr. Mukul Sangma,INC,0,Graduate Professional,53,TURA
Rikman Garrey Momin,BJP,0,Others,55,TURA
C Lalrosanga,MNF,0,Graduate,62,MIZORAM
Lal Hriatrenga Chhangte,IND,0,Graduate Professional,54,MIZORAM
Lalnghinglova Hmar,IND,0,Post Graduate,41,MIZORAM
Lalthlamuani,IND,0,Illiterate,63,MIZORAM
Nirupam Chakma,BJP,0,Graduate Professional,59,MIZORAM
Tbc Lalvenchhunga,PRISM Party,0,10th Pass,36,MIZORAM
Tokheho Yepthomi,Nationalist Democratic Progressive Party,0,Graduate,62,NAGALAND
Dr. M M Thromwa Konyak,IND,0,Doctorate,40,NAGALAND
Hayithung Tungoe,NPP,0,Post Graduate,38,NAGALAND
K L Chishi,INC,0,Graduate Professional,75,NAGALAND
Harsh Vardhan,BJP,0,Post Graduate,64,CHANDNI CHOWK
Anil Kumar,Rashtriya Rashtrawadi Party,0,Graduate,37,CHANDNI CHOWK
Ashok Kumar,RPI(A),0,10th Pass,67,CHANDNI CHOWK
Deepti Chopra,PRISM Party,0,Graduate,52,CHANDNI CHOWK
Dheer Singh,Rashtriya Jansambhavna Party,0,Graduate,36,CHANDNI CHOWK
Farhadeeba,IND,0,10th Pass,38,CHANDNI CHOWK
Inder Sen,Rashtriya Samrasta Party,0,10th Pass,36,CHANDNI CHOWK
Jai Prakash Agarwal,INC,0,Graduate,74,CHANDNI CHOWK
Jugal Kishor,IND,0,Graduate,47,CHANDNI CHOWK
Kamal Kishor,Peoples Party of India (Democratic),0,Graduate,67,CHANDNI CHOWK
Mohd. Irfan Javed Qureshi,Ekta Samaj Party, 2 ,Graduate,57,CHANDNI CHOWK
Munna Lal,IND,0,10th Pass,37,CHANDNI CHOWK
Pankaj Gupta,IND,0,10th Pass,57,CHANDNI CHOWK
Pankaj Kumar Gupta,AAP,0,Graduate Professional,52,CHANDNI CHOWK
Ravi Kumar,IND,0,Graduate,33,CHANDNI CHOWK
Ravindra,Kanshiram Bahujan Dal,0,8th Pass,43,CHANDNI CHOWK
Sameer Mirza,Bharat Prabhat Party,0,12th Pass,29,CHANDNI CHOWK
Satdev Jain,"Proutist Bloc, India",0,10th Pass,53,CHANDNI CHOWK
Saurabh Ranjan,Pyramid Party of India,0,Graduate Professional,33,CHANDNI CHOWK
Shahid Ali,BSP,0,Graduate Professional,46,CHANDNI CHOWK
Sharestha Arora,Mazdoor Kirayedar Vikas Party,0,12th Pass,42,CHANDNI CHOWK
Sohan Lal Sharma,Rashtra Nirman Party,0,Graduate Professional,78,CHANDNI CHOWK
Suman Devi,Bharat Lok Sewak Party,0,Graduate,53,CHANDNI CHOWK
Virender Pratap Singh,Aapki Apni Party (Peoples),0,5th Pass,38,CHANDNI CHOWK
Vishal Khanna,Sanatan Sanskriti Raksha Dal, 1 ,10th Pass,37,CHANDNI CHOWK
Gautam Gambhir,BJP, 1 ,12th Pass,37,EAST DELHI
Ajay Chaudhary,Aapki Apni Party (Peoples),0,12th Pass,42,EAST DELHI
Amanullah Ahmed,Bhartiya Insan Party,0,10th Pass,34,EAST DELHI
Anupam Tripathi,Bhartiya Kisan Party,0,Graduate Professional,38,EAST DELHI
Arvinder Singh Lovely,INC,0,Graduate,50,EAST DELHI
Ashok Surana,IND,0,Graduate,44,EAST DELHI
Atishi,AAP, 1 ,Post Graduate,37,EAST DELHI
D. Durga Prasad,Challengers Party,0,Graduate Professional,53,EAST DELHI
Deepti Nadella,Pyramid Party of India,0,Post Graduate,38,EAST DELHI
Hafiz Burhanuddin,The National Road Map Party of India,0,Post Graduate,57,EAST DELHI
Harbalwinder Singh,IND,0,Post Graduate,38,EAST DELHI
Hitesh Kumar,Jai Prakash Janata Dal,0,Post Graduate,38,EAST DELHI
Krishan Singh Chauhan,Peoples Party of India (Democratic),0,Doctorate,56,EAST DELHI
Manjeet Singh,Rashtra Nirman Party,0,Graduate Professional,31,EAST DELHI
Manju Chhibber,RPI(A),0,Graduate,64,EAST DELHI
Manoj Kumar Gupta,IND,0,Post Graduate,42,EAST DELHI
Mohan Lal Sharma,Satya Bahumat Party,0,Post Graduate,72,EAST DELHI
Mukesh Jadly,Uttarakhand Pragatisheel Party,0,Post Graduate,48,EAST DELHI
Neeru Mongia,PRISM Party,0,Graduate Professional,40,EAST DELHI
Rahimuddin Shah,IND,0,10th Pass,39,EAST DELHI
Raj Kumar Dhingiya,IND,0,Post Graduate,40,EAST DELHI
Ravi Kumar,IND,0,Graduate,53,EAST DELHI
Sanjay Kumar,BSP,0,12th Pass,48,EAST DELHI
Satish Kumar Prajapati,Mazdoor Kirayedar Vikas Party,0,8th Pass,48,EAST DELHI
Shiv Kumar,IND,0,5th Pass,45,EAST DELHI
Surender Gupta,National Apni Party,0,5th Pass,43,EAST DELHI
Meenakashi Lekhi,BJP,0,Graduate Professional,51,NEW DELHI
Aashish S Saxena,IND,0,Post Graduate,39,NEW DELHI
Ajay Kumar Lal,IND,0,Post Graduate,60,NEW DELHI
Ajay Makan,INC,0,Post Graduate,55,NEW DELHI
Brijesh Goyal,AAP,0,Graduate,43,NEW DELHI
Dilip Singh Kothari,IND,0,Post Graduate,59,NEW DELHI
Harkrishan Das Nijhawan,IND, 1 ,12th Pass,56,NEW DELHI
Jitendra Raut,Akhil Bharatiya Manavata Paksha, 1 ,Graduate,40,NEW DELHI
K Sreekrishna,Jammu & Kashmir National Panthers Party,0,Post Graduate,49,NEW DELHI
Kripashankar C Pandey,IND,0,12th Pass,61,NEW DELHI
Lal Ji,Akhand Rashtrawadi Party, 1 ,Graduate,49,NEW DELHI
Naveen Kumar,Rashtriya Samrasta Party,0,Graduate Professional,44,NEW DELHI
Nilanjan Banerjee,Bharat Lok Sewak Party,0,12th Pass,41,NEW DELHI
Priyanka Bharihoke,IND,0,Post Graduate,33,NEW DELHI
Raj Karan,Corruption Abolition Party,0,10th Pass,61,NEW DELHI
Raj Shekhar Gunti,PRISM Party,0,Graduate,44,NEW DELHI
Rajesh Satiya,Sanatan Sanskriti Raksha Dal,0,Post Graduate,36,NEW DELHI
Ramesh,IND, 1 ,Graduate Professional,58,NEW DELHI
Ravinder Paul Sehgal,Pyramid Party of India,0,Post Graduate,70,NEW DELHI
Sree Nivasan Ramamoorthy,IND,0,Graduate Professional,57,NEW DELHI
Sunil,Aapki Apni Party (Peoples),0,8th Pass,36,NEW DELHI
Sunil Kumar,Peoples Party of India (Democratic),0,Post Graduate,47,NEW DELHI
Suresh Kumar,IND,0,Graduate,41,NEW DELHI
Swadesh Kumar Ohr,Atulya Bharat Party,0,Graduate,77,NEW DELHI
Umesh Chandra Gaur,RPI(A),0,Doctorate,51,NEW DELHI
Upendra,Anjaan Aadmi Party,0,Graduate Professional,31,NEW DELHI
Virendra Singh Bharat,Rashtriya Rashtrawadi Party,0,Graduate Professional,57,NEW DELHI
Manoj Tiwari,BJP, 3 ,Post Graduate,48,NORTH EAST DELHI
Abhinav Kumar,Sanyukt Vikas Party,0,Graduate,32,NORTH EAST DELHI
Ajay Bhai,Right to Recall Party,0,10th Pass,35,NORTH EAST DELHI
Amit Kumar Sharma,Sanjhi Virasat Party,0,Graduate,43,NORTH EAST DELHI
Amrender Kumar,IND,0,10th Pass,30,NORTH EAST DELHI
Anil Kumar Yadav,IND,0,Graduate,27,NORTH EAST DELHI
Anuruddh Kumar Dube,Bharat Lok Sewak Party, 1 ,10th Pass,39,NORTH EAST DELHI
D Durga Prasad,Challengers Party,0,Graduate Professional,53,NORTH EAST DELHI
Dan Bahadur Yadav,Bhartiya Janta Dal (Integrated),0,Graduate Professional,43,NORTH EAST DELHI
Dilip Pandey,AAP, 1 ,Post Graduate,38,NORTH EAST DELHI
J. K. Jain,Jai Prakash Janata Dal,0,Graduate Professional,61,NORTH EAST DELHI
Mahender Paswan,Mazdoor Kirayedar Vikas Party,0,8th Pass,41,NORTH EAST DELHI
Mahfooj Khan,IND,0,8th Pass,42,NORTH EAST DELHI
Manager Chaurasiya,SUCI(C),0,12th Pass,51,NORTH EAST DELHI
Md Akram,IND,0,Graduate Professional,34,NORTH EAST DELHI
Mohd Hasan,RPI(A),0,12th Pass,44,NORTH EAST DELHI
Mohd Irfan,Bharat Prabhat Party,0,Graduate Professional,41,NORTH EAST DELHI
Mukesh,Aapki Apni Party (Peoples), 1 ,10th Pass,53,NORTH EAST DELHI
Pradesh Kumar,Sarvodaya Prabhat Party,0,Graduate Professional,35,NORTH EAST DELHI
Rajveer Singh,BSP,0,12th Pass,43,NORTH EAST DELHI
S N Singh,IND, 1 ,Doctorate,72,NORTH EAST DELHI
Sheila Dikshit,INC,0,Post Graduate,81,NORTH EAST DELHI
Sunil Vishvakarma,Ambedkar National Congress,0,10th Pass,47,NORTH EAST DELHI
Yogesh Swamy,IND,0,Graduate,36,NORTH EAST DELHI
Hans Raj Hans,BJP,0,10th Pass,57,NORTH WEST DELHI
Aditi,IND, 1 ,Graduate,25,NORTH WEST DELHI
"Charan Singh ""Babrik""",IND,0,8th Pass,50,NORTH WEST DELHI
Gaurav Bhatia,Mazdoor Kirayedar Vikas Party,0,8th Pass,31,NORTH WEST DELHI
Gugan Singh,AAP,0,8th Pass,70,NORTH WEST DELHI
Ishwar Mansukh Ishu,Satya Bahumat Party, 1 ,8th Pass,34,NORTH WEST DELHI
Madan Lal Balmiki,Rashtriya Samrasta Party, 1 ,10th Pass,66,NORTH WEST DELHI
Naveen,IND,0,12th Pass,33,NORTH WEST DELHI
Rajesh Lilothia,INC,0,Post Graduate,53,NORTH WEST DELHI
Ram Kumar,Bhartiya Pragatisheel Congress,0,Graduate,62,NORTH WEST DELHI
Suresh Kumar,Socialist Janata Party,0,Graduate Professional,65,NORTH WEST DELHI
Ramesh Bidhuri,BJP, 2 ,Graduate Professional,57,SOUTH DELHI
Aditya Kumar Naveen,Hum Bhartiya Party,0,12th Pass,34,SOUTH DELHI
Birju Nayak,IND,0,Graduate,44,SOUTH DELHI
Dalbir Singh Malik,Voters Party International,0,12th Pass,56,SOUTH DELHI
Deepak Kumar,Aapki Apni Party (Peoples),0,8th Pass,41,SOUTH DELHI
Desh Kumar,Akhil Bharatiya Jan Sangh,0,Graduate,56,SOUTH DELHI
Dilip Kumar,Sanatan Sanskriti Raksha Dal,0,Graduate,44,SOUTH DELHI
Dr. Mahender Singh Churiyana,Peoples Party of India (Democratic),0,Post Graduate,61,SOUTH DELHI
Dr. Suman Yadav,Jai Maha Bharath Party,0,Doctorate,42,SOUTH DELHI
Harsh Nath Verma,IND,0,8th Pass,61,SOUTH DELHI
Jitendra,PRISM Party,0,Graduate Professional,40,SOUTH DELHI
K Roshan Kumar,Pyramid Party of India,0,Others,53,SOUTH DELHI
Mathews,Bhartiya Insan Party,0,Graduate,63,SOUTH DELHI
Mohan Kumar Gupta,Mazdoor Kirayedar Vikas Party,0,Graduate,31,SOUTH DELHI
Naise Khan,IND,0,5th Pass,60,SOUTH DELHI
Navanit,National Youth Party, 2 ,Post Graduate,40,SOUTH DELHI
Raghav Chadha,AAP,0,Graduate Professional,30,SOUTH DELHI
Rajendra Prasad Gupta,Parivartan Samaj Party,0,Post Graduate,49,SOUTH DELHI
Ram Khelawan,"Proutist Bloc, India",0,10th Pass,50,SOUTH DELHI
Roshan Kumar Choudhary,IND,0,12th Pass,0,SOUTH DELHI
Sandeep,Rashtriya Jan Adhikar Party,0,8th Pass,36,SOUTH DELHI
Siddhant Gautam,BSP,0,Post Graduate,52,SOUTH DELHI
Sobran Singh Chauhan,Rashtriya Rashtrawadi Party,0,Graduate,63,SOUTH DELHI
Sumedha Bodh,Jan Samman party,0,Post Graduate,35,SOUTH DELHI
Sunil Kumar,IND,0,10th Pass,39,SOUTH DELHI
Vijender,INC,0,Graduate,33,SOUTH DELHI
Parvesh Sahib Singh,BJP,0,Post Graduate,41,WEST DELHI
Baidyanath Sah,"Proutist Bloc, India",0,Graduate Professional,53,WEST DELHI
