Candidate,Party,Criminal Cases,Education,Age,City
PRAMOD KUMAR SINGH,Akhil Bharatiya Desh Bhakt Morcha,0,Graduate,40,Munger
RADHIKA RAMAN SINGH,IND,0,Graduate,58,Munger
RAJENDRA PRASAD SINGH,IND,0,Graduate,59,Munger
RAM BADAN ROY,RJD, 1 ,Post Graduate,54,Munger
RAM LAKHAN SINGH,INC, 1 ,Post Graduate,51,Munger
RAMDEO SINGH YADAV,IND, 4 ,Graduate,59,Munger
RAMENDRA MOHAN RAJESH,RSWD, 1 ,Post Graduate,37,Munger
SHAILENDRA KUMAR,IND,0,12th Pass,40,Munger
SHANKAR LAL CHOKHANI,IND,0,10th Pass,51,Munger
SURYODAY PASWAN,IND,0,Graduate,35,Munger
UCHIT KUMAR,IND, 2 ,12th Pass,36,Munger
UMA SHANKAR BHAGAT ALIAS TUNTUN BHAIYA,IND,0,10th Pass,46,Munger
CAPTAIN JAI NARAYAN PRASAD NISHAD,JD(U),0,12th Pass,78,Muzaffarpur
AHMAD RAZA,IND,0,Literate,31,Muzaffarpur
ASHOK KUMAR LALAN,IND,0,Not Given,37,Muzaffarpur
BHAGWANLAL SAHNI,LJP, 4 ,Doctorate,57,Muzaffarpur
DEVENDRA RAKESH,BJKVP, 2 ,Post Graduate,49,Muzaffarpur
DINESH KUMAR KUSHWAHA,RKSP,0,Graduate,32,Muzaffarpur
GEORGE FERNANDES,IND,0,10th Pass,78,Muzaffarpur
JITENDRA YADAV,CPI(ML)(L), 2 ,12th Pass,35,Muzaffarpur
MAHENDRA PRASAD,RPP,0,Doctorate,63,Muzaffarpur
MD. RAHAMTULLAHA,Akhil Bharatiya Jan Sangh,0,10th Pass,37,Muzaffarpur
MD. SALEEM,RVNP,0,Literate,36,Muzaffarpur
MITHILESH KUMAR,RSWD,0,10th Pass,40,Muzaffarpur
MOHAMMAD SHAMIM,RDMP,0,Graduate,31,Muzaffarpur
NEELU SINGH,PTSS,0,Post Graduate,36,Muzaffarpur
RAM DAYAL RAM,AIFB,0,8th Pass,48,Muzaffarpur
REYAJ AHMAD ATISH,JGP, 1 ,Graduate,62,Muzaffarpur
SADANAND KISHORE THAKUR,IND,0,Graduate,38,Muzaffarpur
SAMEER KUMAR,BSP, 1 ,Graduate,41,Muzaffarpur
SHAMBHU SAHNI,IND, 1 ,12th Pass,37,Muzaffarpur
SYED ALAMDAR HUSSAIN,IND,0,12th Pass,27,Muzaffarpur
TARKESHWAR PASWAN,IND, 2 ,Literate,38,Muzaffarpur
VIJENDRA CHAUDHARY,IND, 2 ,Graduate,42,Muzaffarpur
KAUSHALENDRA KUMAR,JD(U),0,12th Pass,44,Nalanda
AMARKANT SAH,RPP,0,Post Graduate,44,Nalanda
ANIL SINGH,LTSD,0,Graduate,46,Nalanda
ARUN KUMAR,IND, 2 ,12th Pass,46,Nalanda
CHANDERMANI KUMAR MANI,IND,0,Graduate,53,Nalanda
DEV KISHORE RAI,BSP,0,Post Graduate,55,Nalanda
DEVENDRA PRATAP,EKSP,0,Post Graduate,37,Nalanda
HARICHARAN PRASAD,BMF,0,10th Pass,39,Nalanda
JITENDRA KUMAR,IND,0,Doctorate,31,Nalanda
KAPILDEO SINGH,IND,0,Post Graduate,58,Nalanda
KAUSHALE KUMAR @ KAUSHALENDRA SINGH,IND,0,Graduate,34,Nalanda
KUMAR RAJESH,IND,0,Graduate,25,Nalanda
NARESH PASWAN,IND,0,Graduate,42,Nalanda
PRIYRANJAN KUMAR,BJJD,0,12th Pass,27,Nalanda
RAMSWAROOP PRASAD,INC, 1 ,Doctorate,70,Nalanda
RANJEET KUMAR,BPD,0,Doctorate,32,Nalanda
REKHA KUMARI,AD,0,12th Pass,27,Nalanda
SANTOSH KUMAR,IND,0,12th Pass,34,Nalanda
SARYUG PRASAD SAHASTH,IND, 2 ,8th Pass,59,Nalanda
SASHI YADAV,CPI(ML)(L), 1 ,12th Pass,35,Nalanda
SATISH KUMAR,LJP,0,Graduate,51,Nalanda
SAUDAGAR RAM,BSKP, 1 ,Literate,64,Nalanda
UJAWAL KANT HUNKAR,MUL,0,Graduate,44,Nalanda
VIJAY KUMAR,JPS,0,10th Pass,28,Nalanda
VIJAY KUMAR PATEL,LM,0,12th Pass,27,Nalanda
BholaSingh,BJP,0,Doctorate,70,Nawada
AKhilesh Singh,IND, 27 ,10th Pass,38,Nawada
AnilMehta,IND, 12 ,Graduate,36,Nawada
BeenaDevi,LJP,0,8th Pass,36,Nawada
ChanchalaDevi,IND,0,Literate,39,Nawada
Durga Prasad Dhar,IND,0,12th Pass,29,Nawada
Ganesh Shankar Vidyarthi,CPM,0,Graduate,45,Nawada
Kailash Pal,BSKP,0,12th Pass,48,Nawada
Kaushal Yadav,IND, 7 ,Post Graduate,39,Nawada
Masih Udin,BSP, 2 ,Graduate Professional,36,Nawada
NavinKumar Verma,IND,0,Graduate,38,Nawada
Raj Ballabh Prasad,IND, 2 ,10th Pass,46,Nawada
Rajendar Singh,IND,0,Literate,60,Nawada
Rajendra Vishal,IND,0,8th Pass,44,Nawada
RajKishore Raj,IND,0,Graduate,43,Nawada
Shambhu Prasad,IND, 6 ,10th Pass,41,Nawada
Sunila Devi,INC,0,Not Given,38,Nawada
Surendra Kumar Chaudhary,SBSP,0,Post Graduate,45,Nawada
Umakant Rahi,Shoshit Samaj Dal,0,Post Graduate,37,Nawada
Vidyapati Singh,LTSD,0,10th Pass,46,Nawada
DR. SANJAY JAISWAL,BJP, 2 ,Post Graduate,44,Paschim Champaran
ANIRUDH PRASAD ALIAS SADHU YADAV,INC, 5 ,Graduate,46,Paschim Champaran
FAIYAZUL AZAM,JD(S),0,Doctorate,71,Paschim Champaran
MANOJ KUMAR,RDMP, 2 ,Post Graduate,44,Paschim Champaran
NAFIS AHAMAD,IND,0,10th Pass,35,Paschim Champaran
RAMASHRAY SINGH,CPM, 2 ,Graduate,65,Paschim Champaran
SHAMBHU PRASAD GUPTA,BSP, 2 ,8th Pass,50,Paschim Champaran
SHRIMAN MISHRA,IND,0,Not Given,41,Paschim Champaran
SYED IRSHAD AKHTER,IND,0,10th Pass,32,Paschim Champaran
RANJAN  PRASAD YADAV,JD(U), 1 ,Doctorate,64,Pataliputra
AWADHESH SHARMA,IND,0,Not Given,51,Pataliputra
DR. KRISHNADHAR SINGH,BJKD,0,Doctorate,56,Pataliputra
DURGESH NANDAN SINGH,IND,0,Graduate Professional,25,Pataliputra
HARENDRA KUMAR PATEL,BSP,0,10th Pass,49,Pataliputra
HASAN MANZOOR HASHMI,ANC, 3 ,10th Pass,70,Pataliputra
KIRAN DEVI,RKJP,0,Not Given,35,Pataliputra
KUNDAN KUMAR,RWS,0,12th Pass,26,Pataliputra
LALU  PRASAD,RJD, 7 ,Graduate Professional,60,Pataliputra
MOHAMMAD AFTAB ALAM,LTSD, 1 ,Graduate,49,Pataliputra
MOHAMMAD SADRUDDIN,AIFB,0,8th Pass,41,Pataliputra
PANCHA DEVI,JGP,0,Literate,42,Pataliputra
PRABHUNATH YADAV,IJP,0,Graduate,33,Pataliputra
RAMESHWAR PRASAD,CPI(ML)(L), 5 ,8th Pass,61,Pataliputra
SUNIL KUMAR SINGH,IND,0,Post Graduate,40,Pataliputra
VIJAY SINGH YADAV,INC,0,12th Pass,55,Pataliputra
SHATRUGHAN SINHA,BJP,0,Graduate,62,Patna Sahib
ANJANI KUMAR,IND,0,Post Graduate,34,Patna Sahib
DEEPAK KUMAR SINGH,IND,0,Doctorate,31,Patna Sahib
DR. DIWAKER TEJASWI,BUDM,0,Doctorate,40,Patna Sahib
HASSAN FAIZI HASHMI,ANC, 3 ,Graduate,40,Patna Sahib
HEMANT KUMAR SINGH,IND,0,Graduate,52,Patna Sahib
KUMAR RAJIV,IND,0,Others,38,Patna Sahib
ON MASUMI,LTSD,0,12th Pass,37,Patna Sahib
PANKAJ KUMAR SHARMA,IND,0,Graduate,36,Patna Sahib
PRAMOD KUMAR GUPTA,IND,0,8th Pass,41,Patna Sahib
RAM BHAJAN SINGH NISHAD,IND,0,Graduate,40,Patna Sahib
RAM NARAYAN RAI,CPI(ML)(L),0,12th Pass,60,Patna Sahib
SANJAY VERMA,IND,0,Graduate,42,Patna Sahib
SHEKHAR SUMAN,INC,0,Graduate,52,Patna Sahib
VIDHAN CHANDRA RANA,IND,0,Graduate,33,Patna Sahib
VIJAY KUMAR,RJD,0,12th Pass,52,Patna Sahib
UDAY SINGH ALIAS PAPPU SINGH,BJP, 2 ,12th Pass,57,Purnia
ABDUL SATTAR,IND,0,Graduate,57,Purnia
ALIMUDDIN ANSARI,IND,0,10th Pass,54,Purnia
ANIL KUMAR BHARTI,RVNP,0,Not Given,33,Purnia
ASHOK KUMAR SAH,JMM,0,Not Given,55,Purnia
DEEP NARAYAN SINGH,IND,0,Not Given,75,Purnia
IRSHAD AHMAD KHAN,LTSD, 1 ,Post Graduate,49,Purnia
JAGDISH PRASAD YADAV,IND,0,Graduate,63,Purnia
JIVACHH PASWAN,IND,0,10th Pass,39,Purnia
KAUSHALYA DEVI,IND,0,12th Pass,39,Purnia
MADHAVI SARKAR,CPI(ML)(L), 3 ,12th Pass,50,Purnia
MD. AISUR RAHMAN,IND,0,Post Graduate,43,Purnia
NAVEEN KUMAR SINGH,BSP,0,10th Pass,39,Purnia
PRAMOD NARAYAN PODDAR,IND,0,Graduate,52,Purnia
SHANKAR JHA,LJP, 4 ,Graduate,48,Purnia
SHANTI PRIYA,IND,0,10th Pass,49,Purnia
SHIEKH AKBAR ALI,IND,0,5th Pass,26,Purnia
SUNIL KUMAR,IND,0,Graduate,30,Purnia
UPENDRA NATH SAGAR,IND,0,Graduate,60,Purnia
VIJAY KUMAR SAH,IND,0,12th Pass,52,Purnia
RADHA MOHAN SINGH,BJP,0,Graduate,59,Purvi Champaran
AKHILESH PD. SINGH,RJD,0,Doctorate,40,Purvi Champaran
ARVIND KR. GUPTA,INC,0,Post Graduate,29,Purvi Champaran
GAGANDEO YADAV,BSP,0,10th Pass,59,Purvi Champaran
JHAGARU MAHATO,IND,0,8th Pass,48,Purvi Champaran
MD. MURTAZA ANSARI(DR. LAL),IND, 1 ,Post Graduate,40,Purvi Champaran
NAGENDRA SAHANI,LTSD, 4 ,Post Graduate,33,Purvi Champaran
PARASNATH PANDEY,IND,0,8th Pass,48,Purvi Champaran
RAMCHANDRA PD.,CPI, 1 ,Others,51,Purvi Champaran
SURESH KR. RAI,BJKVP,0,Graduate,41,Purvi Champaran
SURESH KR. RAJAK,IJP, 2 ,Not Given,45,Purvi Champaran
UMESH KR. SINGH,Samajwadi Janata Party (Rashtriya),0,Graduate Professional,43,Purvi Champaran
MAHESWER HAZARI,JD(U),0,Post Graduate,38,Samastipur
DR. ASHOK KUMAR,INC,0,Graduate Professional,54,Samastipur
JEEBACHH PASWAN,CPI(ML)(L), 4 ,12th Pass,41,Samastipur
RAJA RAM DAS,IND,0,10th Pass,56,Samastipur
RAM CHANDRA PASWAN,LJP,0,10th Pass,47,Samastipur
RANDHIR PASWAN,IND, 1 ,Not Given,27,Samastipur
REKHA KUMARI,IND,0,12th Pass,29,Samastipur
SATISH MAHTO,IND,0,12th Pass,33,Samastipur
SHIVCHANDRA PASWAN,IND,0,Post Graduate,31,Samastipur
UPENDRA PASWAN,LTSD,0,12th Pass,42,Samastipur
VINDESHWAR Ram,BSP, 1 ,Post Graduate,59,Samastipur
Kumar Balram Singh,IND, 1 ,12th Pass,56,Saran
Lal Babu Rai Lal,IND, 1 ,Graduate,46,Saran
Rajiv Pratap Rudy,BJP,0,Post Graduate,48,Saran
Sohail Akthar,BMF,0,12th Pass,33,Saran
MEIRA KUMAR,INC,0,Post Graduate,63,Sasaram
BHOLA PRASAD,IJP,0,Others,38,Sasaram
LALAN PASWAN,RJD,0,Graduate,45,Sasaram
MUNI LAL,BJP,0,Post Graduate,61,Sasaram
RAMA DEVI,BJP, 5 ,Graduate Professional,60,Sheohar
AJAY KUMAR PANDEY,IND,0,10th Pass,36,Sheohar
ARUN SAH,BLPGL,0,Literate,30,Sheohar
BASDEO SAH,IJP,0,5th Pass,46,Sheohar
CHANDRIKA SAH,IND,0,12th Pass,34,Sheohar
LOVELY ANAND,INC, 5 ,Graduate,35,Sheohar
MD. ANWARUL HAQUE,BSP, 9 ,10th Pass,58,Sheohar
MD. TANVEER ZAFER,CPI,0,Graduate Professional,33,Sheohar
MOHAMMAD FIROZ AHAMAD,IND,0,Graduate,28,Sheohar
MOHSIN,IND,0,10th Pass,29,Sheohar
"RAM ASHISH, MAHTO",IND,0,8th Pass,64,Sheohar
SHATRUGHANA SAHU,BJJD,0,Post Graduate,33,Sheohar
SITARAM SINGH,RJD,0,Graduate,60,Sheohar
SUNIL SINGH,IND,0,10th Pass,44,Sheohar
YOGENDRA RAM,IND,0,10th Pass,38,Sheohar
ARJUN ROY,JD(U),0,Doctorate,37,Sitamarhi
CHANDRIKA PRASAD,IND,0,12th Pass,34,Sitamarhi
MAYA SHANKAR SHARAN,BSP,0,Graduate,47,Sitamarhi
MOHAMMAD AFZAL PAINTHER,ANC,0,12th Pass,44,Sitamarhi
MUKESH KUMAR GUPTA,IND,0,12th Pass,39,Sitamarhi
RAVINDRA KUMAR,IND,0,8th Pass,36,Sitamarhi
SITARAM YADAV,RJD, 3 ,Graduate Professional,61,Sitamarhi
SONE LAL SAH,IND,0,8th Pass,61,Sitamarhi
ZAHID,IND, 2 ,8th Pass,30,Sitamarhi
OmPrakashYadav,IND, 1 ,Graduate,43,Siwan
AmarNathYadav,CPI(ML)(L), 8 ,Literate,44,Siwan
Aswani K r. Verma,IJP,0,Not Given,28,Siwan
BrishinPatel,JD(U), 2 ,Graduate,60,Siwan
Dr.Muneshwar Prasad,IND,0,12th Pass,68,Siwan
HenaShahab,RJD, 1 ,Graduate,36,Siwan
Lal BabuTiwari,RKSP,0,Not Given,55,Siwan
Madhuri Panday,SJTP,0,Not Given,35,Siwan
Nidhi Kirti,IND,0,Graduate,26,Siwan
Prabhu Nath Mali,IND,0,Post Graduate,26,Siwan
Rajendra Kumar,IND,0,Graduate,36,Siwan
Shambhu Nath Prasad,IND,0,Not Given,60,Siwan
Umesh Tiwary,IND,0,12th Pass,30,Siwan
VijayShankerDubey,INC, 1 ,Graduate,60,Siwan
VISHWA MOHAN KUMAR,JD(U),0,Post Graduate,47,Supaul
ARBIND KUMAR,IND,0,Post Graduate,37,Supaul
ASHOK MAHTO,BSP,0,Others,42,Supaul
ASHOK PANKAJ,IND,0,Graduate,44,Supaul
BALRAM SINGH YADAV,CPM, 7 ,Graduate,54,Supaul
BHIM KUMAR GUPTA,IND,0,10th Pass,31,Supaul
MANJU DEVI,IJP,0,12th Pass,32,Supaul
NARAYAN MANDAL,SHS,0,12th Pass,44,Supaul
RAMCHANDRA PRASAD SINGH,IND, 1 ,8th Pass,69,Supaul
RAMDEO SHARMA,IND,0,12th Pass,51,Supaul
RANJEET RANJAN,INC, 1 ,12th Pass,32,Supaul
SHARVAN KUMAR CHOUDHARY,JD(S),0,Graduate,33,Supaul
SURESH KUMAR AZAD,IND,0,Graduate Professional,40,Supaul
SURESH PRASAD MEHTA,LTSD,0,Graduate Professional,44,Supaul
SURYA NARAYAN YADAV,LJP,0,Graduate,55,Supaul
VIJAY KUMAR CHOUDHARY,IND,0,10th Pass,36,Supaul
ASWAMEDH DEVI,JD(U),0,5th Pass,46,Ujiarpur
ALOK KUMAR MEHTA,RJD,0,Graduate Professional,40,Ujiarpur
ARJUN SAHNI,IND,0,8th Pass,28,Ujiarpur
BRAJESH KUMAR NIRALA,IND,0,Graduate,51,Ujiarpur
CHANDRA DEO ROY,SLP(L),0,Graduate,48,Ujiarpur
JAI NARAYAN SAH,BJKVP,0,Post Graduate,53,Ujiarpur
JITENDRA KUMAR ROY,SHS,0,12th Pass,32,Ujiarpur
MANSOOR,IND,0,Graduate,42,Ujiarpur
MASSOD HASSAN,MUL,0,12th Pass,29,Ujiarpur
MD. TAUKIR,Samata Party,0,12th Pass,40,Ujiarpur
MOHAMMAD KURBAN,IND,0,Graduate,43,Ujiarpur
MOHAN PAUL,IND,0,Not Given,47,Ujiarpur
PRADEEP KUMAR,IND,0,12th Pass,41,Ujiarpur
RAM SAGAR MAHTO,IND,0,Literate,45,Ujiarpur
RAMDEO VERMA,CPM, 2 ,Graduate,62,Ujiarpur
RAMNATH SINGH,RSWD,0,Literate,36,Ujiarpur
RATAN SAHNI,IND,0,Graduate,46,Ujiarpur
SANJAY KUMAR JHA,IND,0,12th Pass,36,Ujiarpur
SHEEL KUMAR ROY,INC, 4 ,Post Graduate,40,Ujiarpur
SUJIT KUMAR BHAGAT,IND,0,12th Pass,29,Ujiarpur
TOSHAN SAH,RPP,0,Post Graduate,62,Ujiarpur
VIJAYWANT KUMAR CHOUDHARY,BSP, 2 ,12th Pass,60,Ujiarpur
RAGHUVANSH PRASAD SINGH,RJD,0,Doctorate,62,Vaishali
BADRI PASWAN,RKSP,0,Not Given,39,Vaishali
BALAK NATH SAHANI,IJP,0,Graduate,39,Vaishali
BINOD PANDIT,LPSP, 1 ,12th Pass,29,Vaishali
HIND KESRI YADAV,INC, 2 ,Post Graduate,58,Vaishali
INDARDEO RAI,IND, 1 ,Post Graduate,46,Vaishali
JITENDRA PRASAD,IND,0,10th Pass,34,Vaishali
LALJI KUMAR RAKESH,RSWD,0,Post Graduate,35,Vaishali
PRAMOD KUMAR SHARMA,BJKVP, 1 ,12th Pass,27,Vaishali
PUNAMRI DEVI,UWF,0,10th Pass,37,Vaishali
SHANKAR MAHTO,BSP,0,12th Pass,37,Vaishali
VIJAY KUMAR SHUKLA,JD(U), 16 ,Post Graduate,38,Vaishali
BAIDYANATH PRASAD MAHTO,JD(U), 1 ,10th Pass,51,Valmiki Nagar
AMBIKA SINGH,IND, 1 ,Post Graduate,53,Valmiki Nagar
BIRENDRA PRASAD GUPTA,CPI(ML)(L), 8 ,12th Pass,40,Valmiki Nagar
DEORAJ RAM,IND,0,Not Given,31,Valmiki Nagar
DILIP VERMA,NCP,0,Not Given,52,Valmiki Nagar
FAKHRUDDIN,IND, 3 ,8th Pass,37,Valmiki Nagar
MAGISTER YADAV,IND,0,Not Given,42,Valmiki Nagar
MANAN MISHRA,BSP,0,Graduate Professional,48,Valmiki Nagar
MANOHAR MANOJ,IND,0,Post Graduate,40,Valmiki Nagar
RAGHUNATH JHA,RJD,0,12th Pass,63,Valmiki Nagar
RAKESH KUMAR PANDEY,IND,0,12th Pass,51,Valmiki Nagar
RAMASHANKAR PRASAD,IND, 1 ,8th Pass,35,Valmiki Nagar
SATYANARAIN YADAV,IND,0,10th Pass,28,Valmiki Nagar
SHAILENDRA KUMAR GARHWAL,LTSD, 2 ,Graduate Professional,38,Valmiki Nagar
UMESH,IND,0,12th Pass,36,Valmiki Nagar
PAWAN KUMAR BANSAL,INC,0,Graduate Professional,60,Chandigarh
AJAY GOYAL,IND,0,Graduate Professional,43,Chandigarh
DARSHAN SINGH,IND,0,10th Pass,34,Chandigarh
DES RAJ,IND,0,Not Given,43,Chandigarh
GOSWAMI VISHWA BHUSHAN BHARTI,JD(U),0,12th Pass,31,Chandigarh
HAFFIZ ANWAR UL HAQ,RJD,0,Graduate,37,Chandigarh
HARMOHAN DHAWAN,BSP,0,Post Graduate,69,Chandigarh
KAFIL AHMAD,IND,0,5th Pass,52,Chandigarh
KHEM LAL BANSAL,IND,0,Graduate Professional,63,Chandigarh
MAYA DEVI,IND,0,Illiterate,36,Chandigarh
PARAS NATH,AD,0,Graduate,43,Chandigarh
RAM PAL HANS,IND,0,Graduate,46,Chandigarh
S K SURI,IND,0,Post Graduate,67,Chandigarh
SATYA PAL JAIN,BJP,0,Post Graduate,56,Chandigarh
Baliram Kashyap,BJP,0,8th Pass,73,Bastar
Ayaturam Mandavi,BSP,0,8th Pass,44,Bastar
Chandra Shekhar Dhruv,IND,0,10th Pass,42,Bastar
Manish Kunjam,CPI,0,Not Given,42,Bastar
Mayaram Netam Alias (Fulsing Siladar),IND,0,Post Graduate,60,Bastar
Shankar Sodhi,INC,0,12th Pass,44,Bastar
Subhash Chandra Mourya,IND,0,Graduate,35,Bastar
SURESH KUMAR SHETKAR,INC,0,Graduate,46,BASTAR:BYE-ELECTION ON 08-05-2011
BAGANNA,BJP,0,Others,66,BASTAR:BYE-ELECTION ON 08-05-2011
Basava Raj Patil,IND,0,Graduate Professional,39,BASTAR:BYE-ELECTION ON 08-05-2011
Benjamin Raju,IJP,0,Post Graduate,39,BASTAR:BYE-ELECTION ON 08-05-2011
Chitta Rajeshwar Rao,IND,0,12th Pass,45,BASTAR:BYE-ELECTION ON 08-05-2011
M. RAVINDRA REDDY,LSP,0,Post Graduate,39,BASTAR:BYE-ELECTION ON 08-05-2011
M. SHIVA KUMAR,PRAP, 2 ,5th Pass,43,BASTAR:BYE-ELECTION ON 08-05-2011
M.Vishnu Mudiraj,BSP,0,10th Pass,35,BASTAR:BYE-ELECTION ON 08-05-2011
Powar Singh Hatti Singh,IND,0,10th Pass,36,BASTAR:BYE-ELECTION ON 08-05-2011
SYED YOUSUF ALI,TRS, 1 ,12th Pass,54,BASTAR:BYE-ELECTION ON 08-05-2011
Abdul Hamid Siddiqui,IND,0,Others,43,Bilaspur
AdvocateT R Nirala,BSP,0,Post Graduate,42,Bilaspur
Anuj Dhritlahre,IND,0,5th Pass,34,Bilaspur
Arjun Shrivas Ganguaa,IND,0,Not Given,63,Bilaspur
Ashok Shrivastav,IND,0,10th Pass,37,Bilaspur
B.P. Viswakarma,IND,0,8th Pass,57,Bilaspur
Balaram Sahu,BHPD,0,Not Given,46,Bilaspur
Daya Das Lahre,IND,0,Not Given,65,Bilaspur
Dilip Gupta,IND,0,Graduate,38,Bilaspur
Dilip Kumar,IND,0,Others,30,Bilaspur
Dilip Singh Thakur,IND,0,10th Pass,41,Bilaspur
Dr. Bal Mukund Singh Maravi,GGP,0,Graduate Professional,41,Bilaspur
Dr. Goju Paul,RPI,0,Graduate,40,Bilaspur
Dr.Daya Ram Dayal,IND,0,Graduate Professional,60,Bilaspur
Manoj Kumar Birko,IND,0,12th Pass,34,Bilaspur
Mukesh Kumar Sahu,JMM,0,Graduate,32,Bilaspur
Rajendra Sahu,IND,0,Graduate,29,Bilaspur
Rajesh Pratap Chauhan,IND,0,Graduate,32,Bilaspur
Rambilas Sharma,IND, 2 ,12th Pass,52,Bilaspur
Ramesh Kumar Lahare,IND,0,12th Pass,36,Bilaspur
Sapna Chakraborty,LJP,0,Graduate,37,Bilaspur
Shyam Bihari Trivedi,IND,0,10th Pass,56,Bilaspur
Tuklal Garg,IND,0,10th Pass,40,Bilaspur
Umesh Singh,IND,0,10th Pass,31,Bilaspur
Uttam Prasad Dansena,SUSP,0,Not Given,27,Bilaspur
SAROJ PANDEY,BJP,0,Post Graduate,40,Durg
Anand Gautam,IND,0,Graduate,35,Durg
DEVIDAS KURRE,CVKP,0,10th Pass,43,Durg
DR. PANKAJ GOSOMI (PANDIT),RPI,0,10th Pass,37,Durg
Guru Dada Lokesh Maharaj,IND,0,Post Graduate,56,Durg
LAXMAN PRASAD,IND,0,Not Given,31,Durg
MASOOD KHAN,IND,0,Graduate,43,Durg
PRADEEP CHOUBEY,INC,0,Graduate Professional,55,Durg
RAGHUNANDAN SAHU,BSP,0,12th Pass,34,Durg
Rajendra Kumar Sahu,IND,0,Graduate Professional,38,Durg
RATAN KUMAR KSHETRAPAL,IND,0,10th Pass,61,Durg
SHITKARAN MHILWAR,IND,0,Others,41,Durg
"Tarachand Sahu, Bhilai Nagar",IND,0,Post Graduate,62,Durg
Kamaladevi Patale,BJP,0,12th Pass,43,Janjgir-Champa
Anand Ram Gilhare,IND,0,Not Given,35,Janjgir-Champa
B R Chauhan,RPI(A),0,Not Given,59,Janjgir-Champa
Chaitram Suryavanshi,IND,0,Graduate,62,Janjgir-Champa
Chhavilal Ratre,IND,0,Graduate,55,Janjgir-Champa
Dauram Ratnakar,BSP,0,Post Graduate,51,Janjgir-Champa
Maya Ramnath,IND,0,Literate,50,Janjgir-Champa
Neelkanth Ware,CSP,0,10th Pass,59,Janjgir-Champa
Prem Shankar Mahilange,LJP,0,12th Pass,39,Janjgir-Champa
Ramcharan Pradhan Adhiwakta,IND,0,Graduate Professional,51,Janjgir-Champa
Sanjeev Kumar Khare,CGVP,0,8th Pass,26,Janjgir-Champa
Sohan Potai,BJP,0,Post Graduate,49,Kanker
Bhom Lal,AD,0,5th Pass,59,Kanker
Devchand Matlam,IND,0,Graduate,31,Kanker
G R Rana,JMM,0,Post Graduate,62,Kanker
Jalsingh Sori,CSP,0,12th Pass,30,Kanker
Mayaram Nagwanshi,GGP,0,12th Pass,48,Kanker
Mayaram Netam (Fulsingh Siledar),IND,0,Post Graduate,60,Kanker
Mira Salam,BSP,0,12th Pass,32,Kanker
N R Bhuarya,GMS,0,Graduate,50,Kanker
Praful Mandavi,IND,0,12th Pass,35,Kanker
Smt Phoolo Devi Netam,INC,0,8th Pass,35,Kanker
Charandas Mahant,INC,0,Doctorate,54,Korba
Budhwarsingh Ueke,RGOP,0,Not Given,34,Korba
Chaitidevi Mahant,CSP,0,Literate,49,Korba
Dr.Vipin Sinha,CGVP,0,Graduate Professional,40,Korba
FULESHWAR PRASAD SURJAIHA,IND,0,Not Given,75,Korba
Gend Das Mahant,IND,0,8th Pass,35,Korba
Heera Singh Markam,GGP, 3 ,Post Graduate,74,Korba
Karuna Shukla,BJP,0,Post Graduate,59,Korba
Kedarnath Rajwade,JMM,0,12th Pass,28,Korba
Pawan Kumar,IND,0,Not Given,38,Korba
Ramdayal Oraon,IND,0,10th Pass,49,Korba
Ramlakhan Kashi,IND,0,Literate,68,Korba
Sangeeta Nirmalkar,BHPD,0,12th Pass,32,Korba
Santosh Banjare,IND,0,5th Pass,25,Korba
Satrupa,IND,0,Not Given,37,Korba
Shambhu Prasad Sharma Adhiwakta,IND,0,Graduate Professional,62,Korba
Viay Laxmi Sharma,BSP,0,Post Graduate,41,Korba
Chandulal Sahu (Chandu Bhaiya),BJP,0,Graduate Professional,49,Mahasamund
Bauddh Kumar Kaushik,CGVP,0,Others,37,Mahasamund
Bharat Diwan,IND,0,12th Pass,29,Mahasamund
Champa Lal Patel,IND,0,Not Given,43,Mahasamund
Dr Lata Markam,RPI(A),0,8th Pass,26,Mahasamund
Dr. Anand Matwale (Guruji),LB,0,Graduate,38,Mahasamund
Khedhubharti (Satyesh),IND,0,Post Graduate,33,Mahasamund
Kiran Kumar Dhruv,JMM,0,10th Pass,44,Mahasamund
Moti Lal Choudhary,BSP,0,10th Pass,44,Mahasamund
Narayan Das Inqalab Gandhi,IND,0,Graduate Professional,63,Mahasamund
Narendra Bhishmdev Dhidhi,IND,0,Graduate Professional,34,Mahasamund
Ramprasad Chauhan,IND,0,Literate,46,Mahasamund
Shridhar Chandrakar,AD,0,Post Graduate,40,Mahasamund
Vishu Deo Sai,BJP,0,10th Pass,45,Raigarh
Amrit Tirkey,IND,0,8th Pass,30,Raigarh
Bahadur Singh Rathia,BSP,0,5th Pass,57,Raigarh
Darshan Sidar,GGP,0,5th Pass,32,Raigarh
Haldharram Sidar,IND,0,Graduate,42,Raigarh
Hirdayaram Rathiya,INC,0,Post Graduate,43,Raigarh
Kamrish Singh Gond,IND,0,12th Pass,59,Raigarh
Meera Devi Singh Tirkey,CGVP,0,Graduate,39,Raigarh
Sanjay Tirkey,IND,0,Not Given,29,Raigarh
ShiraChand Ekka,JMM,0,Others,29,Raigarh
Arun Harpal,IND,0,5th Pass,35,Raipur
Ashok Tamrakar,JCGP,0,Others,56,Raipur
Bharat Bhushan Pandey,IND, 2 ,12th Pass,45,Raipur
Haidar Bhati,IND,0,8th Pass,38,Raipur
